id,cuisine
27201,italian
22141,southern_us
34166,mexican
4721,italian
44230,italian
21409,italian
29986,italian
15401,italian
32341,italian
46266,italian
6633,mexican
42713,italian
9117,italian
16266,italian
36470,italian
16164,italian
34712,italian
29117,italian
34991,italian
24906,italian
36954,italian
29979,italian
16710,mexican
48056,italian
24035,indian
32656,italian
45875,italian
1735,mexican
35986,italian
45005,italian
46636,italian
31507,italian
31348,mexican
28362,mexican
33305,italian
36747,italian
39897,mexican
27450,italian
49579,mexican
24426,italian
11507,indian
6093,italian
49338,italian
11560,italian
49597,italian
17865,italian
5995,italian
9707,italian
6888,italian
46148,italian
19940,italian
34637,mexican
14214,italian
15805,italian
34328,italian
27174,italian
24919,italian
33206,italian
10745,italian
41550,mexican
5008,southern_us
10685,mexican
15287,italian
25701,italian
31525,italian
27096,italian
36113,italian
48480,italian
1944,italian
26314,italian
10478,italian
15149,italian
5024,italian
1676,italian
2869,italian
20079,italian
8053,italian
6212,italian
13557,italian
9735,italian
39956,indian
21569,italian
3269,mexican
4461,italian
41598,italian
44612,italian
20150,italian
7278,italian
35809,italian
21612,italian
20357,italian
23355,mexican
27727,italian
34021,mexican
9970,italian
36438,southern_us
12079,southern_us
22380,italian
28065,mexican
49690,italian
48671,mexican
18509,italian
8903,italian
23374,italian
22475,italian
28418,italian
42625,italian
44840,italian
42121,mexican
2243,mexican
18032,italian
19392,italian
25679,mexican
11223,italian
35867,italian
33842,italian
12676,italian
38377,italian
344,italian
11864,italian
16895,mexican
3001,italian
19195,italian
3635,italian
23150,italian
17502,italian
16405,italian
34160,italian
34495,mexican
18377,italian
18988,italian
24880,italian
48302,italian
33358,italian
20732,italian
22094,italian
8638,italian
35556,italian
27248,italian
15746,italian
46404,italian
23323,mexican
39018,italian
23510,italian
27710,italian
30540,italian
48945,southern_us
37197,italian
27343,mexican
29349,southern_us
38383,italian
46758,italian
24859,italian
18292,italian
32450,italian
35936,italian
36789,italian
19804,italian
16604,italian
585,italian
29352,mexican
48392,mexican
44324,italian
5012,italian
19487,italian
17263,italian
26127,italian
39464,italian
4870,mexican
16171,italian
308,italian
19155,mexican
18736,italian
43352,italian
24652,italian
44181,italian
36237,mexican
30286,mexican
4019,italian
20111,mexican
35543,italian
25992,italian
8275,italian
49613,mexican
45149,italian
38610,mexican
18111,italian
35670,italian
30349,italian
12034,italian
20729,italian
11458,italian
16423,italian
47404,italian
43875,italian
43513,italian
21894,italian
9350,italian
18519,italian
4651,mexican
14831,mexican
32530,italian
44131,mexican
36724,italian
20264,mexican
4994,mexican
47875,italian
1952,italian
6792,italian
44853,italian
13807,indian
14303,italian
27449,indian
20389,mexican
32028,mexican
9758,italian
15295,italian
14904,italian
9534,italian
46950,italian
15648,mexican
44473,mexican
29833,mexican
3015,italian
43675,italian
3329,italian
27359,italian
18163,italian
45238,italian
2146,italian
17194,italian
15864,italian
6084,italian
44220,mexican
1843,italian
4777,italian
27182,mexican
47648,italian
30068,italian
36696,mexican
47909,italian
19016,southern_us
32683,italian
224,mexican
2031,mexican
26715,italian
23886,italian
28724,mexican
46037,italian
38683,italian
19328,italian
15324,italian
20480,italian
43132,mexican
25028,italian
15859,italian
13023,italian
27838,italian
3661,italian
35313,italian
45668,mexican
3070,southern_us
20607,mexican
33560,italian
43354,italian
19935,italian
45795,italian
42932,italian
42059,italian
47601,italian
31240,italian
5339,mexican
8192,italian
4831,italian
9134,italian
49500,italian
45456,italian
47506,italian
43238,italian
43910,italian
36829,italian
2771,italian
14712,italian
37718,italian
5264,mexican
26273,italian
48641,italian
46990,mexican
26575,italian
43906,mexican
30518,mexican
45950,southern_us
15967,italian
25115,italian
15112,italian
34860,mexican
32100,italian
11239,italian
809,italian
9212,italian
34741,italian
29409,italian
39986,italian
21487,italian
36981,italian
19115,southern_us
37110,mexican
36185,italian
26244,italian
18026,mexican
36961,italian
14384,mexican
6039,italian
31871,italian
35841,italian
16074,italian
39180,italian
19331,mexican
8658,indian
49574,italian
25237,italian
6947,italian
5309,mexican
35914,italian
14715,italian
47994,italian
11508,italian
41662,italian
39047,italian
22933,italian
5016,italian
49449,mexican
39029,italian
1721,italian
41864,mexican
17358,italian
36847,italian
34812,italian
5486,italian
2492,mexican
45624,italian
7576,italian
34773,indian
16904,mexican
4279,italian
38068,italian
7370,mexican
23586,italian
48790,mexican
26717,italian
32749,italian
42536,mexican
5372,italian
37143,southern_us
37244,italian
27674,italian
778,italian
14686,mexican
9274,mexican
37769,italian
12871,italian
38528,italian
32968,italian
6275,italian
4732,italian
9452,italian
29194,italian
16627,italian
5127,italian
26447,italian
11489,italian
23884,italian
14545,italian
19620,mexican
9771,southern_us
21265,mexican
38249,italian
3483,italian
21262,italian
14605,mexican
9448,mexican
15750,italian
6413,italian
17585,mexican
10057,mexican
29462,southern_us
18943,italian
22591,italian
32048,mexican
32249,italian
39578,italian
21724,italian
27119,southern_us
25094,italian
41200,italian
33033,italian
21389,italian
49103,italian
12519,italian
26913,italian
12460,italian
3397,mexican
3502,italian
42877,italian
249,italian
46008,italian
14185,italian
20873,italian
11722,italian
24883,italian
3932,italian
25728,italian
16428,italian
7887,mexican
48364,italian
47197,italian
28640,italian
16758,italian
39135,italian
33302,italian
23677,mexican
25509,italian
35746,italian
46195,italian
19788,italian
18888,italian
21153,italian
44672,italian
48707,italian
2232,italian
36081,italian
948,italian
24512,mexican
24382,italian
40648,mexican
48886,southern_us
21967,italian
40119,mexican
38221,italian
49494,mexican
17286,italian
10421,mexican
13088,mexican
34348,italian
15405,italian
15218,italian
40233,indian
26098,italian
17221,italian
25198,italian
22532,italian
41563,italian
2554,southern_us
38170,italian
29476,italian
33384,italian
5770,italian
5628,mexican
44069,italian
18530,italian
22369,italian
9498,italian
26476,italian
29939,italian
9336,mexican
26377,italian
18442,italian
13470,italian
34689,italian
11016,southern_us
28985,mexican
25293,italian
569,italian
29992,mexican
20363,italian
6981,southern_us
30154,italian
39960,italian
25975,italian
4029,italian
49081,italian
7493,mexican
10393,italian
6915,italian
42310,italian
15612,mexican
23160,italian
37897,italian
44731,italian
3460,southern_us
29855,italian
31140,mexican
4481,italian
30882,italian
511,italian
1120,italian
42651,italian
18209,southern_us
38368,italian
31783,mexican
37589,italian
17752,italian
37020,italian
19503,italian
2718,italian
28365,italian
45843,italian
4514,mexican
4311,italian
41356,italian
12022,southern_us
6846,italian
8983,indian
47589,italian
14859,southern_us
20035,southern_us
732,mexican
38568,italian
10871,italian
42540,italian
48782,italian
17988,italian
8147,italian
32029,italian
25598,italian
8695,mexican
11213,italian
21053,indian
29154,italian
33691,italian
32129,italian
43787,southern_us
40642,italian
39782,italian
38430,italian
33438,italian
31602,southern_us
17581,mexican
25169,italian
35755,mexican
33544,indian
34252,mexican
30764,mexican
44946,italian
716,italian
24668,italian
24270,mexican
13165,italian
33758,italian
3090,mexican
43987,italian
39021,italian
44460,italian
29876,italian
17737,mexican
36772,italian
18174,italian
20924,italian
39098,italian
32571,italian
26957,italian
11363,mexican
20736,italian
42639,italian
43350,italian
15451,italian
45175,italian
5652,italian
1569,italian
39036,mexican
13673,mexican
1550,indian
38553,mexican
38594,italian
3220,mexican
24686,italian
10863,italian
46683,italian
5113,italian
34967,italian
15420,italian
9607,italian
7190,italian
7482,italian
3928,italian
11288,italian
1948,italian
6590,italian
20275,italian
14212,italian
47990,italian
36653,italian
22436,italian
34790,italian
45752,italian
19159,italian
14515,italian
27510,italian
38699,italian
34959,italian
7206,mexican
2316,italian
18823,italian
1909,italian
48313,mexican
5844,italian
29975,mexican
41091,italian
9532,italian
46569,italian
10399,italian
42934,indian
2688,italian
27095,italian
12476,italian
23070,italian
9837,italian
45829,italian
31887,italian
28518,southern_us
47168,italian
45321,mexican
20662,italian
9699,italian
41018,italian
705,italian
42898,italian
633,italian
31443,italian
18613,mexican
19060,southern_us
17845,italian
1534,italian
41786,italian
31656,italian
17330,italian
7048,italian
7938,italian
46208,italian
33759,italian
5526,italian
26943,italian
20701,italian
35701,italian
36687,italian
21401,italian
376,italian
6980,italian
39402,italian
43095,italian
18576,mexican
39720,mexican
17526,italian
27549,italian
27123,italian
22979,italian
46113,italian
31557,italian
20414,italian
14487,mexican
24881,mexican
17955,italian
39109,indian
35576,italian
25876,italian
24669,italian
22261,mexican
832,italian
29742,italian
21381,italian
34322,italian
7224,italian
17978,italian
9438,italian
9458,italian
41045,mexican
34614,italian
16651,italian
8230,italian
39372,italian
39357,mexican
44341,mexican
42052,italian
45208,italian
28626,italian
48345,mexican
37791,italian
15227,italian
24053,italian
17716,southern_us
6087,italian
28000,mexican
4320,italian
21783,italian
16148,italian
47562,italian
31541,italian
43574,italian
45475,italian
16953,southern_us
5239,italian
4595,italian
37279,italian
33264,italian
30484,italian
9200,italian
7457,italian
42413,mexican
18484,mexican
20985,italian
29503,italian
45242,italian
46953,italian
13948,italian
1623,italian
33251,italian
6148,mexican
30392,italian
144,italian
20602,southern_us
48085,italian
14896,italian
47518,italian
29161,italian
39363,italian
694,italian
3887,italian
12671,southern_us
31117,italian
14714,italian
29993,italian
20639,italian
17665,italian
3969,italian
11014,mexican
19530,southern_us
17271,italian
30457,mexican
22989,italian
45756,mexican
20297,italian
10942,italian
35686,indian
13032,italian
7951,italian
20432,italian
17971,italian
4128,mexican
7589,italian
18816,italian
12650,mexican
418,mexican
36366,italian
32991,italian
6424,italian
8134,italian
39280,southern_us
3091,italian
23382,mexican
34090,italian
23320,italian
14962,italian
42047,italian
44805,italian
36584,italian
3016,italian
6391,italian
38188,italian
1784,southern_us
18300,italian
3856,italian
41841,italian
16837,italian
23687,southern_us
38118,italian
27801,mexican
17096,mexican
20235,italian
13288,italian
26749,mexican
19084,italian
35200,italian
41073,italian
28016,italian
18431,italian
22228,italian
27456,italian
325,mexican
6543,italian
7062,italian
49221,italian
44536,italian
24865,italian
26543,italian
10096,italian
38273,italian
6710,mexican
49243,italian
19624,italian
24435,italian
14883,italian
22516,mexican
587,mexican
40539,italian
11208,italian
18273,italian
22762,italian
13300,italian
42245,italian
14177,mexican
4184,mexican
14277,italian
41308,italian
34438,mexican
9805,mexican
38007,italian
23919,italian
13945,italian
32279,mexican
17456,italian
47941,italian
32310,italian
44442,italian
14163,italian
27573,italian
777,italian
44116,italian
13347,italian
29348,italian
14219,italian
39983,italian
33682,italian
21443,italian
47642,italian
1759,italian
1205,italian
4794,italian
17408,mexican
34666,italian
40237,italian
13778,italian
41289,mexican
3560,southern_us
35830,italian
11151,mexican
12789,italian
21166,italian
24716,mexican
25586,italian
11046,italian
31793,italian
28746,mexican
7226,italian
30991,italian
47476,italian
30626,italian
49367,italian
35754,mexican
4247,italian
49423,italian
22295,mexican
2749,italian
685,italian
30988,italian
46285,mexican
40492,mexican
22264,italian
15921,italian
388,italian
33121,italian
35685,italian
4416,italian
17725,italian
39525,mexican
27034,italian
28470,italian
38953,italian
20045,italian
12896,italian
39573,italian
8838,italian
15399,italian
39439,mexican
26837,italian
41220,italian
35968,italian
24335,italian
10983,italian
5516,italian
38894,mexican
11887,mexican
31306,southern_us
38578,mexican
3561,italian
45095,italian
30969,mexican
14389,mexican
29670,italian
40995,italian
33629,italian
10616,italian
30886,italian
18995,indian
31098,italian
34607,italian
48989,italian
44542,italian
47075,italian
19228,mexican
2685,southern_us
11686,italian
9610,mexican
30405,italian
43666,italian
32892,italian
44741,southern_us
6791,italian
440,mexican
22693,italian
24328,italian
13800,italian
23873,italian
12767,italian
5929,italian
20645,italian
20999,italian
29995,italian
35223,southern_us
22414,indian
23410,italian
36558,italian
13704,italian
41952,mexican
46915,mexican
47170,italian
2295,italian
46128,mexican
48349,mexican
1482,italian
26589,italian
9418,italian
31356,italian
16052,italian
43594,italian
29099,italian
23472,italian
34914,italian
19404,mexican
28299,italian
12314,italian
6047,italian
37581,mexican
12750,mexican
17498,italian
7694,italian
14531,italian
26628,italian
8205,italian
25101,italian
29045,italian
20917,mexican
8311,italian
10213,italian
15241,italian
46132,italian
15349,italian
22580,italian
47335,mexican
17759,mexican
27633,italian
42313,italian
47272,mexican
4553,italian
15235,italian
34102,italian
21227,italian
9782,italian
6913,italian
11944,mexican
19035,italian
9848,italian
42745,mexican
40846,italian
27618,mexican
41067,italian
13555,italian
18063,italian
16962,italian
8415,italian
19041,italian
38889,italian
32528,mexican
21750,italian
11344,italian
27945,mexican
37025,italian
789,mexican
25084,mexican
6024,italian
14741,italian
20468,italian
26963,italian
1451,mexican
27745,italian
31347,mexican
46592,italian
38107,mexican
5987,southern_us
1808,mexican
23783,italian
28618,italian
36764,italian
11326,italian
3020,italian
24326,italian
34002,italian
11499,italian
9268,southern_us
49368,italian
44720,italian
13127,italian
34494,italian
48382,italian
18585,italian
40052,italian
46321,southern_us
49561,italian
9453,mexican
19555,mexican
17833,italian
10196,southern_us
35996,italian
22530,italian
44176,italian
2669,italian
10896,italian
7343,italian
46255,italian
27043,italian
20998,italian
12357,italian
36339,italian
45086,italian
37690,italian
37829,mexican
3537,mexican
5150,italian
13,italian
44579,italian
8749,italian
131,italian
44306,italian
19202,italian
21300,southern_us
27286,italian
18297,italian
4388,italian
22234,italian
7359,italian
39947,italian
6855,italian
46057,italian
33950,italian
36009,italian
23732,mexican
21316,italian
32806,indian
34343,indian
11973,mexican
2380,italian
30667,southern_us
42364,mexican
30258,mexican
34109,italian
5265,italian
123,italian
12498,mexican
23713,italian
25176,italian
28576,italian
32563,italian
38829,mexican
3835,italian
1960,mexican
43991,italian
45136,italian
41554,mexican
10118,italian
43827,mexican
32583,mexican
31949,indian
23574,italian
28211,italian
21793,italian
25914,indian
34735,italian
26071,italian
9476,italian
29443,italian
16966,mexican
6457,italian
25882,italian
48390,italian
28356,italian
15699,italian
2090,mexican
4686,italian
27937,mexican
25560,italian
38937,italian
48670,southern_us
2547,italian
17442,southern_us
28669,italian
4410,italian
36917,indian
46755,italian
25321,italian
47019,italian
33077,italian
11593,italian
44295,italian
46632,italian
18503,italian
29030,italian
32516,italian
35128,southern_us
41715,italian
49185,italian
35517,mexican
13909,italian
36886,italian
29304,mexican
29577,italian
24570,italian
29466,italian
10724,mexican
30026,italian
37133,italian
29346,italian
32871,italian
46420,italian
29083,italian
4402,italian
15877,italian
33448,indian
3541,italian
27704,italian
28658,italian
23793,italian
11040,italian
28419,italian
37086,italian
13965,italian
28674,italian
5645,southern_us
20756,italian
15548,italian
14495,italian
11989,italian
47482,italian
14101,italian
1289,italian
49473,italian
39161,mexican
14452,italian
31489,italian
15599,italian
28440,italian
33624,italian
24090,italian
16137,italian
4819,italian
1377,italian
47636,italian
25907,mexican
35894,italian
20315,italian
27199,italian
34055,mexican
26938,italian
5734,italian
32241,italian
2163,italian
20340,italian
6278,italian
49404,italian
36731,southern_us
29165,italian
24932,italian
6591,italian
14644,italian
43518,southern_us
28979,mexican
45821,mexican
26627,mexican
39139,italian
3026,indian
13204,italian
762,italian
28036,mexican
46514,italian
34536,mexican
36484,italian
5676,italian
13715,italian
43019,italian
2471,italian
34065,italian
39362,italian
4987,italian
28414,italian
8710,italian
6610,italian
28847,mexican
10560,italian
32993,italian
16912,indian
35262,italian
46936,mexican
14553,italian
17471,italian
22897,mexican
2789,italian
3897,italian
22751,italian
16566,mexican
23033,southern_us
30500,italian
13018,mexican
13077,italian
9177,italian
16012,italian
5293,italian
35451,southern_us
5591,italian
44443,southern_us
36811,italian
7031,mexican
11475,italian
5556,italian
33728,italian
46703,italian
41776,italian
4099,italian
4251,italian
29381,italian
30300,mexican
27494,italian
48254,italian
32789,italian
44569,italian
44160,italian
18762,mexican
23808,southern_us
11875,italian
35843,italian
4948,indian
34713,italian
8352,italian
28407,italian
3506,southern_us
44338,italian
38464,mexican
1139,mexican
12287,italian
27031,mexican
42153,italian
42686,italian
44415,italian
10072,italian
8618,italian
14153,mexican
23825,italian
21440,italian
13366,italian
24979,italian
33437,italian
4864,italian
33017,mexican
15122,italian
42731,southern_us
8281,southern_us
2812,italian
30683,southern_us
24249,italian
12169,italian
28629,italian
32774,italian
15181,italian
44314,italian
37583,southern_us
28069,italian
33503,italian
24015,italian
39333,mexican
13414,italian
4855,italian
6512,southern_us
21974,italian
9062,italian
6243,italian
10675,mexican
35788,italian
37372,italian
28810,italian
23045,italian
21296,italian
33484,italian
30045,mexican
17354,southern_us
30061,italian
41671,mexican
13160,mexican
43260,italian
43992,italian
16117,mexican
30403,italian
37331,italian
5456,southern_us
26893,southern_us
44470,mexican
38130,italian
9361,italian
19320,italian
3545,mexican
25778,italian
34074,italian
34216,italian
38817,italian
20749,italian
31535,mexican
2052,italian
18186,italian
49595,italian
47592,italian
26011,italian
23403,mexican
8005,italian
19517,italian
10157,mexican
47071,italian
22469,italian
26224,italian
29482,italian
8227,italian
12580,italian
26385,italian
49610,italian
6446,italian
1766,mexican
19538,italian
44811,southern_us
16844,mexican
28777,italian
28282,italian
15025,southern_us
35345,italian
21527,italian
26997,italian
40454,mexican
2828,italian
18980,italian
13604,mexican
9911,italian
49684,italian
5056,italian
2990,italian
32016,mexican
37476,italian
33761,mexican
20280,italian
19266,italian
17492,italian
29376,italian
39788,italian
606,italian
28514,italian
8497,mexican
14688,italian
6514,italian
22222,mexican
40303,italian
23173,italian
26842,italian
38197,italian
6680,mexican
11165,italian
10077,italian
10703,italian
32046,italian
40961,italian
35596,italian
1653,italian
3886,italian
14121,italian
36351,italian
32915,italian
5386,italian
40215,italian
183,mexican
24641,italian
47715,italian
34390,italian
712,mexican
12535,mexican
49435,southern_us
30517,italian
3489,southern_us
1636,italian
30044,italian
24095,italian
22105,mexican
24627,italian
38840,italian
9246,southern_us
32088,mexican
38769,italian
5657,mexican
15325,italian
28603,italian
42188,mexican
30446,italian
1757,italian
32710,italian
2136,italian
27690,mexican
35074,italian
48873,mexican
39277,italian
28708,italian
45762,italian
37933,italian
4491,mexican
35597,mexican
15163,mexican
25745,italian
49614,italian
41946,italian
6372,italian
39604,italian
42983,mexican
19983,mexican
21892,mexican
20647,italian
47368,italian
3557,italian
41749,italian
31498,italian
19271,southern_us
15640,italian
26181,italian
22491,italian
31939,mexican
35961,italian
9811,indian
40599,mexican
40190,italian
16581,indian
22637,mexican
37123,italian
36020,italian
2226,italian
43012,italian
13134,italian
18749,italian
1692,italian
10138,mexican
25235,italian
13955,italian
42655,italian
12415,italian
7502,italian
27394,italian
44210,italian
5331,mexican
25173,italian
48988,italian
20735,italian
22048,italian
27644,italian
43242,italian
28368,italian
2429,italian
25477,italian
30938,mexican
29877,italian
30451,italian
48987,italian
17989,italian
13439,italian
33444,italian
38794,italian
37227,mexican
39679,italian
34234,italian
38038,italian
7274,mexican
18018,italian
11450,mexican
48160,italian
21288,italian
34704,italian
46684,italian
7049,mexican
9116,italian
22485,italian
6346,italian
40269,italian
35850,mexican
1429,italian
19739,italian
38972,southern_us
39570,italian
43463,italian
21757,italian
36070,italian
40550,italian
22914,mexican
15074,mexican
41576,italian
46372,italian
8751,italian
47378,mexican
21143,italian
3818,mexican
48486,italian
23388,italian
37216,italian
13142,italian
828,italian
18468,italian
25554,italian
9863,italian
12771,mexican
3066,italian
35442,mexican
25696,italian
38136,italian
35825,italian
28933,italian
34629,italian
22169,italian
7028,italian
37204,mexican
16980,mexican
27356,italian
11736,italian
1632,mexican
1073,italian
8236,italian
42866,italian
30904,mexican
35258,italian
17290,italian
35929,mexican
46072,italian
46763,italian
47664,italian
45625,italian
31177,italian
33941,italian
12272,italian
48146,italian
11812,italian
42795,italian
14372,italian
2964,italian
9236,italian
18992,italian
30902,italian
30939,italian
20108,italian
6562,mexican
46412,italian
8034,italian
37521,southern_us
46651,italian
32493,italian
3251,mexican
31825,italian
2676,italian
32140,italian
5326,italian
38240,italian
45874,italian
17253,italian
25292,italian
48666,mexican
49278,italian
47903,italian
42062,italian
27885,mexican
21229,italian
47629,italian
16695,italian
5355,southern_us
45369,italian
25736,mexican
29882,italian
38900,italian
1508,italian
2526,italian
16563,mexican
49060,italian
31448,italian
36746,italian
1280,southern_us
41950,italian
25948,italian
35444,italian
2881,italian
44080,italian
4446,italian
47106,mexican
15521,mexican
44359,italian
48967,italian
1599,italian
44514,italian
7140,italian
27656,indian
35581,mexican
6359,italian
41639,italian
42680,italian
31520,italian
47846,italian
7993,italian
2996,italian
27737,italian
27427,italian
3734,italian
44673,italian
43924,italian
18628,mexican
3596,italian
37666,southern_us
14633,italian
36259,mexican
19752,italian
16697,italian
9550,mexican
20813,southern_us
34356,italian
3583,italian
14148,italian
28329,mexican
166,italian
12368,italian
32261,italian
35306,mexican
1414,italian
45051,italian
20767,italian
23450,italian
404,italian
527,italian
25416,mexican
25409,italian
34603,mexican
20266,mexican
9513,italian
7794,italian
19429,italian
11328,mexican
49242,italian
40411,mexican
46424,italian
1634,southern_us
47221,italian
3963,southern_us
15515,italian
6735,mexican
41899,italian
36222,italian
24468,italian
9876,italian
33614,italian
42279,italian
46846,italian
34711,italian
39556,italian
1064,mexican
30080,italian
6076,italian
5670,italian
44525,italian
19743,mexican
36205,italian
9030,italian
39755,italian
39434,italian
37803,italian
30053,italian
11661,italian
17918,italian
44237,italian
38536,italian
47369,italian
6108,italian
16807,italian
41329,southern_us
33582,mexican
9570,mexican
47129,mexican
14268,italian
8395,italian
38977,italian
22716,southern_us
25753,italian
12018,italian
31659,italian
21149,mexican
10328,mexican
33585,italian
29192,italian
46733,italian
12887,italian
24354,italian
39237,italian
19430,italian
39895,italian
34566,italian
17889,italian
40652,italian
31395,italian
35908,italian
18341,italian
17745,italian
40560,italian
25097,italian
31430,italian
25484,italian
43668,italian
2184,mexican
12106,italian
25747,italian
11423,italian
22403,italian
2880,italian
15445,italian
9825,italian
31607,mexican
9341,mexican
2406,italian
28466,mexican
8619,italian
16097,italian
11652,mexican
16852,italian
29111,italian
33602,italian
35,italian
47741,italian
39820,italian
25332,mexican
5720,italian
19634,mexican
34851,italian
14117,italian
12195,italian
33665,italian
46228,italian
15964,italian
47502,mexican
41865,italian
46055,italian
8863,italian
48658,italian
42251,italian
33164,italian
24526,southern_us
39431,italian
3893,italian
34175,italian
6727,italian
17230,italian
24579,mexican
15873,italian
3703,southern_us
27030,italian
9149,italian
16152,italian
49665,italian
27036,italian
8341,italian
30384,italian
32883,italian
29047,italian
31964,italian
7011,italian
46301,italian
3495,italian
11949,mexican
975,southern_us
15529,italian
15372,mexican
5176,italian
13631,italian
42028,italian
4936,italian
26471,italian
43833,italian
47933,southern_us
38373,italian
5780,italian
46303,italian
27308,italian
10340,southern_us
48900,southern_us
876,italian
10446,southern_us
15082,italian
31706,italian
24885,southern_us
34944,italian
7917,italian
5923,italian
44272,italian
41074,italian
381,italian
16053,southern_us
37470,italian
23027,italian
42078,italian
13183,italian
14828,italian
15394,mexican
46300,italian
38963,italian
679,italian
34558,italian
31528,italian
45629,italian
5034,italian
35031,italian
13237,mexican
42339,italian
3911,italian
20409,italian
24741,italian
18381,mexican
7572,italian
24226,southern_us
19945,mexican
31809,italian
17903,italian
48664,italian
14122,italian
3175,italian
3403,italian
11062,italian
16629,mexican
11349,italian
14353,italian
25633,italian
11424,italian
36024,italian
7151,italian
12777,mexican
34289,southern_us
13904,italian
40792,italian
11649,italian
227,italian
10396,mexican
6559,indian
14195,italian
21511,italian
431,italian
5651,italian
20754,italian
24905,italian
16731,mexican
9006,italian
43909,indian
28526,italian
31141,mexican
39787,italian
35320,italian
25077,italian
2902,italian
34305,mexican
6174,southern_us
24695,mexican
12211,italian
13227,italian
728,mexican
21635,mexican
14011,southern_us
5861,mexican
9976,italian
49218,italian
27684,italian
11095,italian
47314,italian
41901,italian
5859,italian
3947,indian
14030,italian
10056,italian
39408,italian
35283,italian
13994,italian
36302,italian
16113,mexican
47207,italian
36198,mexican
21134,italian
49070,italian
8030,italian
31802,italian
36511,italian
7785,italian
38965,southern_us
31453,italian
43100,italian
32307,italian
45405,italian
28532,italian
16092,chinese
29029,italian
5596,southern_us
11369,mexican
37436,mexican
2421,italian
22070,italian
10600,italian
11150,italian
29257,italian
38540,southern_us
18998,mexican
39974,italian
2159,italian
19679,mexican
44146,italian
36086,italian
20676,mexican
39779,italian
33522,italian
498,mexican
45937,italian
41501,italian
44156,italian
5643,italian
35874,indian
24413,italian
47297,italian
10073,italian
4798,italian
7802,italian
3970,italian
24416,mexican
13072,italian
29046,italian
12898,italian
24957,italian
18725,mexican
46929,southern_us
23140,italian
30516,mexican
34081,mexican
12927,italian
44088,italian
20785,italian
16672,italian
5400,southern_us
30322,italian
17272,italian
9797,italian
14795,mexican
7619,italian
42124,southern_us
23249,italian
44158,mexican
17462,italian
3580,mexican
9896,italian
29669,southern_us
30625,italian
7685,italian
7632,italian
28349,italian
4510,mexican
35383,italian
18569,italian
11379,italian
9434,italian
37774,italian
33651,italian
47017,italian
31874,mexican
26733,italian
20962,mexican
1467,italian
11173,italian
12949,italian
11565,italian
29756,italian
25577,mexican
36779,italian
10974,mexican
42163,southern_us
15337,italian
23242,italian
7952,italian
27424,italian
3816,italian
27190,italian
43764,italian
17714,italian
30022,italian
33281,italian
43503,italian
27385,mexican
2396,italian
25387,mexican
1017,mexican
18852,italian
14861,italian
47487,italian
46015,mexican
12684,italian
12588,italian
33061,mexican
38952,italian
20915,mexican
34732,italian
48656,italian
38736,italian
20374,italian
18664,mexican
15638,southern_us
10458,italian
47980,mexican
43084,italian
4534,italian
26269,mexican
23498,mexican
5053,italian
5010,mexican
49028,italian
36714,italian
21490,italian
8448,mexican
49408,italian
28982,italian
20207,italian
37751,southern_us
42412,italian
47466,italian
40672,southern_us
47821,mexican
42090,italian
10019,mexican
45793,southern_us
32933,italian
48283,italian
19798,mexican
41233,mexican
37147,italian
26516,mexican
4305,italian
30883,italian
31677,italian
25378,italian
40122,mexican
20889,southern_us
10994,southern_us
29311,italian
46431,italian
17648,mexican
32111,italian
15728,southern_us
16960,italian
23535,italian
29667,mexican
31729,italian
41910,italian
13996,italian
21089,italian
32705,italian
42847,italian
26201,italian
26813,italian
32471,italian
44990,italian
17237,italian
39403,italian
15652,italian
14568,italian
44779,mexican
37888,mexican
9529,mexican
20700,italian
17741,mexican
17475,italian
12581,mexican
5996,mexican
29042,italian
987,southern_us
39819,italian
31679,italian
1150,italian
39167,mexican
43037,italian
20071,italian
43815,italian
31649,italian
12218,italian
32836,italian
18175,italian
48197,italian
31474,italian
46428,italian
25246,italian
2991,italian
38216,italian
14978,southern_us
31085,italian
34515,italian
6026,mexican
19132,italian
48775,italian
29309,italian
4033,italian
36462,italian
13235,mexican
17863,mexican
25694,southern_us
24204,italian
14541,italian
13993,italian
8996,mexican
9943,italian
22707,southern_us
35292,italian
46886,italian
11566,italian
8272,italian
30552,italian
21033,italian
42971,italian
42275,italian
44059,italian
44159,italian
48500,italian
14617,italian
7867,italian
13913,mexican
40684,italian
49174,italian
34772,italian
16738,italian
11353,italian
17429,italian
6213,italian
26682,italian
42067,italian
45944,southern_us
43318,italian
32084,italian
23806,italian
2721,italian
6479,italian
48519,italian
12560,mexican
4171,italian
14434,italian
21159,italian
44745,italian
12965,mexican
39978,mexican
32514,italian
1336,italian
48649,italian
21591,italian
32813,mexican
5818,italian
39944,italian
33274,italian
13429,italian
9739,mexican
44031,italian
25007,italian
29143,italian
41309,mexican
17675,italian
5570,mexican
12206,italian
33553,italian
30898,italian
23937,italian
11454,italian
16091,italian
6058,italian
18720,italian
42018,mexican
3462,italian
19617,italian
18874,mexican
6416,italian
15063,mexican
46292,mexican
38247,italian
36427,mexican
47417,italian
4768,italian
11626,italian
21027,mexican
22079,italian
20527,southern_us
27846,italian
16236,mexican
46145,italian
7761,italian
34212,mexican
17180,italian
4546,mexican
44474,italian
37886,italian
17842,italian
27282,italian
979,italian
6895,italian
4150,italian
32995,italian
8444,italian
13686,italian
8918,italian
17569,mexican
19313,italian
